step_id,model_type,scenario_id,latency_ms,emotional_valence,coherence_score,planning_effectiveness,behavioral_alignment,fact_recall,rule_adherence,persona_consistency,emotional_trajectory,sensory_integration,decision_consistency,memory_hits
6,BrainCEMISID,The_High-Pressure_Monday_Morning,35577.3108,0.465316,8,7,3,5,3,8,8,1,8,2
6,Brain_No_Memory,The_High-Pressure_Monday_Morning,27642.8743,0.465316,7,6,4,4,3,9,8,1,7,2
6,Brain_No_Emotion,The_High-Pressure_Monday_Morning,29539.2645,0,7,3,3,3,3,8,6,4,7,2
6,Baseline,The_High-Pressure_Monday_Morning,31787.8562,0.5,6,4,2,7,2,2,5,5,6,0
7,BrainCEMISID,The_High-Pressure_Monday_Morning,36748.073,0.6234238,8,7,7,9,8,9,7,3,8,2
7,Brain_No_Memory,The_High-Pressure_Monday_Morning,26400.4229,0.6234238,7,7,7,8,7,9,8,2,7,2
7,Brain_No_Emotion,The_High-Pressure_Monday_Morning,33257.2883,0,5,2,3,4,2,6,3,1,3,2
7,Baseline,The_High-Pressure_Monday_Morning,37121.4062,0.5,7,5,3,8,4,1,3,1,5,0
8,BrainCEMISID,The_High-Pressure_Monday_Morning,39951.6774,0.60506785,8,5,7,4,6,9,9,4,8,2
8,Brain_No_Memory,The_High-Pressure_Monday_Morning,25364.4793,0.60506785,6,3,2,1,1,8,8,4,6,2
8,Brain_No_Emotion,The_High-Pressure_Monday_Morning,28341.3726,0,9,9,9,7,8,9,8,5,9,2
8,Baseline,The_High-Pressure_Monday_Morning,36651.66,0.5,4,3,2,5,4,2,5,3,4,0
9,BrainCEMISID,The_High-Pressure_Monday_Morning,40613.1295,0.63856576,9,7,3,10,3,10,9,4,6,2
9,Brain_No_Memory,The_High-Pressure_Monday_Morning,29777.6034,0.63856576,8,6,3,8,3,9,7,3,3,2
9,Brain_No_Emotion,The_High-Pressure_Monday_Morning,31431.4959,0,9,5,6,10,9,8,6,4,9,2
9,Baseline,The_High-Pressure_Monday_Morning,600013.9064,0.5,1,1,1,1,1,1,1,1,1,0
10,BrainCEMISID,The_High-Pressure_Monday_Morning,40934.6676,0.6545558718,9,10,10,9,10,10,9,4,10,2
10,Brain_No_Memory,The_High-Pressure_Monday_Morning,20753.4788,0.6545558718,5,2,1,1,1,8,8,3,3,2
10,Brain_No_Emotion,The_High-Pressure_Monday_Morning,26774.2668,0,9,9,10,9,10,9,8,4,10,2
10,Baseline,The_High-Pressure_Monday_Morning,20728.933,0.5,5,6,6,8,9,2,4,1,8,0
11,BrainCEMISID,The_High-Pressure_Monday_Morning,40631.2477,0.6779613166,8,7,3,2,5,7,6,1,7,2
11,Brain_No_Memory,The_High-Pressure_Monday_Morning,26214.6612,0.6779613166,8,8,4,1,9,9,7,3,7,2
11,Brain_No_Emotion,The_High-Pressure_Monday_Morning,29190.2448,0,9,8,4,1,8,5,3,3,5,2
11,Baseline,The_High-Pressure_Monday_Morning,52323.1041,0.5,4,3,1,1,2,1,1,1,2,0
12,BrainCEMISID,The_High-Pressure_Monday_Morning,34808.0799,0.71677679,3,4,2,7,2,6,4,1,2,2
12,Brain_No_Memory,The_High-Pressure_Monday_Morning,25266.0344,0.71677679,7,7,6,9,8,4,3,1,6,2
12,Brain_No_Emotion,The_High-Pressure_Monday_Morning,30710.2031,0,3,4,3,7,2,4,3,2,3,2
12,Baseline,The_High-Pressure_Monday_Morning,32278.4784,0.5,2,2,1,1,1,1,2,1,2,0
13,BrainCEMISID,The_High-Pressure_Monday_Morning,43695.7502,0.56677679,3,2,2,4,2,8,7,1,5,2
13,Brain_No_Memory,The_High-Pressure_Monday_Morning,28030.8458,0.56677679,4,2,5,2,3,9,9,2,7,2
13,Brain_No_Emotion,The_High-Pressure_Monday_Morning,19911.8617,0,5,3,4,4,3,8,7,2,8,2
13,Baseline,The_High-Pressure_Monday_Morning,31421.6086,0.5,2,1,1,3,1,1,1,1,1,0
1,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,40013.6633,0.4,8,8,4,6,7,9,8,1,9,2
1,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,24904.0604,0.4,9,10,10,9,9,10,9,1,9,2
1,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37452.9618,0,10,8,3,6,10,8,8,1,10,2
1,Baseline,Municipal_Data_Center_Zero-Day_Response,15126.1578,0.5,10,6,3,10,10,2,2,1,10,0
2,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,43181.1576,0.5875,9,7,6,3,7,9,8,5,9,2
2,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,29696.9355,0.5875,5,3,2,4,1,8,5,3,2,2
2,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,39844.114,0,9,5,4,7,5,8,7,7,8,2
2,Baseline,Municipal_Data_Center_Zero-Day_Response,8010.9289,0.5,6,4,2,2,2,1,3,1,5,0
3,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,44639.1514,0.690625,9,9,8,7,10,9,9,2,10,2
3,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,34805.8888,0.690625,7,7,8,4,9,9,9,1,8,2
3,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,38753.1508,0,10,10,10,8,10,9,9,1,10,2
3,Baseline,Municipal_Data_Center_Zero-Day_Response,6111.4314,0.5,8,6,3,6,10,1,2,1,7,0
4,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,45561.7885,0.74734375,9,5,3,6,3,9,8,4,6,2
4,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23462.0475,0.74734375,5,4,2,0,2,4,3,1,4,2
4,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37182.9046,0,8,6,5,4,5,7,7,6,7,2
4,Baseline,Municipal_Data_Center_Zero-Day_Response,26259.7477,0.5,4,3,1,2,2,1,2,1,3,0
5,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,46392.6221,0.75840625,6,2,1,4,1,7,3,3,2,2
5,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,29841.2216,0.75840625,4,2,1,5,0,7,2,3,1,2
5,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37099.0055,0,6,1,1,5,2,7,5,4,1,2
5,Baseline,Municipal_Data_Center_Zero-Day_Response,8518.8057,0.5,4,3,1,3,2,1,1,1,2,0
6,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,44972.5484,0.76504375,8,6,1,7,2,5,5,3,6,2
6,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,30998.4605,0.76504375,8,6,2,7,1,9,8,5,8,2
6,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,40980.4365,0,8,4,2,6,2,7,6,3,8,2
6,Baseline,Municipal_Data_Center_Zero-Day_Response,29128.8913,0.5,6,4,2,8,3,3,5,4,5,0
7,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,44813.9464,0.807521875,10,9,10,8,10,9,8,1,10,2
7,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,30860.9613,0.807521875,7,7,8,8,9,9,8,1,9,2
7,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,39370.3059,0,4,3,5,5,5,7,6,1,6,2
7,Baseline,Municipal_Data_Center_Zero-Day_Response,7903.8796,0.5,7,4,2,4,5,1,1,1,8,0
8,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,54346.1878,0.8287609375,9,7,9,10,10,9,8,9,9,2
8,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,27886.4171,0.8287609375,9,9,10,9,9,9,9,4,9,2
8,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,41558.4361,0,8,3,4,9,4,8,8,9,6,2
8,Baseline,Municipal_Data_Center_Zero-Day_Response,6471.3678,0.5,8,7,6,9,10,2,3,1,9,0
9,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,46615.8448,0.8233185156,5,3,2,4,2,8,3,3,4,2
9,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23888.8665,0.8233185156,6,3,4,3,3,8,5,5,4,2
9,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,36884.3655,0,6,2,3,5,2,6,4,1,6,2
9,Baseline,Municipal_Data_Center_Zero-Day_Response,14399.0768,0.5,5,4,3,7,4,2,3,2,5,0
10,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,47299.4889,0.8203251836,10,10,9,10,10,9,9,3,10,2
10,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23750.8645,0.8203251836,8,10,10,9,9,9,9,3,9,2
10,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,39350.5447,0,10,10,10,10,10,8,8,2,10,2
10,Baseline,Municipal_Data_Center_Zero-Day_Response,7060.678,0.5,9,10,6,10,10,4,3,2,10,0
11,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,42927.9789,0.818678851,9,8,9,10,10,10,9,4,9,2
11,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,24198.609,0.818678851,9,7,9,9,9,10,9,5,9,2
11,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37813.8424,0,10,10,10,7,10,9,8,3,10,2
11,Baseline,Municipal_Data_Center_Zero-Day_Response,10666.7509,0.5,3,3,2,5,5,1,1,1,7,0
12,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,43410.4915,0.7349430808,8,5,7,1,7,9,8,4,8,2
12,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,46150.7947,0.7349430808,7,5,6,0,7,9,7,5,8,2
12,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37475.2533,0,7,6,5,3,8,8,4,2,8,2
12,Baseline,Municipal_Data_Center_Zero-Day_Response,12505.2569,0.5,3,1,1,4,1,1,4,3,1,0
13,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,45154.6217,0.6472016187,9,8,4,6,8,9,8,5,7,2
13,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23105.6293,0.6472016187,6,4,2,2,2,5,4,3,4,2
13,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37822.6716,0,7,4,3,4,6,3,2,1,5,2
13,Baseline,Municipal_Data_Center_Zero-Day_Response,8205.2211,0.5,2,1,1,2,1,1,1,1,1,0
1,BrainCEMISID,The_Thanksgiving_Reconciliation,46611.5616,0.35,10,10,9,10,10,8,7,1,10,2
1,Brain_No_Memory,The_Thanksgiving_Reconciliation,26679.7768,0.35,9,10,9,9,9,8,5,1,9,2
1,Brain_No_Emotion,The_Thanksgiving_Reconciliation,36479.2075,0,9,10,9,10,10,8,7,1,10,2
1,Baseline,The_Thanksgiving_Reconciliation,6666.5664,0.5,10,10,10,10,10,4,2,1,10,0
2,BrainCEMISID,The_Thanksgiving_Reconciliation,46608.8426,0.48,9,7,6,6,8,7,8,9,9,2
2,Brain_No_Memory,The_Thanksgiving_Reconciliation,31489.2119,0.48,8,5,6,7,7,10,7,5,8,2
2,Brain_No_Emotion,The_Thanksgiving_Reconciliation,39819.906,0,8,6,7,7,8,8,7,4,8,2
2,Baseline,The_Thanksgiving_Reconciliation,5912.2096,0.5,4,5,3,2,2,1,6,3,5,0
3,BrainCEMISID,The_Thanksgiving_Reconciliation,46315.3144,0.505,9,6,4,8,5,10,8,4,6,2
3,Brain_No_Memory,The_Thanksgiving_Reconciliation,35447.8797,0.505,9,10,10,6,9,10,9,6,9,2
3,Brain_No_Emotion,The_Thanksgiving_Reconciliation,43948.4044,0,9,10,9,6,10,6,7,2,10,2
3,Baseline,The_Thanksgiving_Reconciliation,6749.3907,0.5,6,5,4,3,6,1,3,2,5,0
4,BrainCEMISID,The_Thanksgiving_Reconciliation,50331.2072,0.51625,8,5,4,3,5,9,8,3,4,2
4,Brain_No_Memory,The_Thanksgiving_Reconciliation,24115.9201,0.51625,9,9,9,5,9,10,9,4,9,2
4,Brain_No_Emotion,The_Thanksgiving_Reconciliation,36935.2713,0,9,7,8,3,8,8,7,3,9,2
4,Baseline,The_Thanksgiving_Reconciliation,9397.5549,0.5,2,3,1,1,1,1,1,1,2,0
5,BrainCEMISID,The_Thanksgiving_Reconciliation,48311.8592,0.542445,8,9,10,5,10,10,9,4,10,2
5,Brain_No_Memory,The_Thanksgiving_Reconciliation,29047.9225,0.542445,7,7,10,1,9,9,8,3,8,2
5,Brain_No_Emotion,The_Thanksgiving_Reconciliation,40382.4413,0,8,9,7,2,7,4,5,1,9,2
5,Baseline,The_Thanksgiving_Reconciliation,10076.5739,0.5,4,4,3,1,10,1,3,1,2,0
6,BrainCEMISID,The_Thanksgiving_Reconciliation,54512.7939,0.6058,9,3,9,8,9,10,9,6,9,2
6,Brain_No_Memory,The_Thanksgiving_Reconciliation,44631.2471,0.6058,7,3,2,5,1,8,7,4,6,2
6,Brain_No_Emotion,The_Thanksgiving_Reconciliation,48709.491,0,8,4,2,5,6,8,7,5,8,2
6,Baseline,The_Thanksgiving_Reconciliation,12479.4933,0.5,8,6,2,9,2,3,4,5,6,0
7,BrainCEMISID,The_Thanksgiving_Reconciliation,57657.3305,0.67348,5,7,5,10,10,3,7,2,7,2
7,Brain_No_Memory,The_Thanksgiving_Reconciliation,46084.1908,0.67348,3,1,1,0,0,8,5,1,1,2
7,Brain_No_Emotion,The_Thanksgiving_Reconciliation,55231.7802,0,7,4,3,3,4,1,4,3,5,2
7,Baseline,The_Thanksgiving_Reconciliation,7226.3021,0.5,6,4,2,3,2,1,3,2,3,0
8,BrainCEMISID,The_Thanksgiving_Reconciliation,60688.4543,0.714088,8,7,5,8,10,3,4,2,9,2
8,Brain_No_Memory,The_Thanksgiving_Reconciliation,26439.4929,0.714088,7,9,10,5,9,5,7,2,9,2
8,Brain_No_Emotion,The_Thanksgiving_Reconciliation,43297.9201,0,9,8,9,7,10,5,6,5,10,2
8,Baseline,The_Thanksgiving_Reconciliation,5928.2478,0.5,7,6,3,6,10,2,3,1,7,0
9,BrainCEMISID,The_Thanksgiving_Reconciliation,44575.7171,0.6294748,9,6,10,5,10,9,9,1,10,2
9,Brain_No_Memory,The_Thanksgiving_Reconciliation,25251.2461,0.6294748,8,2,10,4,2,10,9,3,9,2
9,Brain_No_Emotion,The_Thanksgiving_Reconciliation,39263.9204,0,9,10,10,6,10,9,9,4,10,2
9,Baseline,The_Thanksgiving_Reconciliation,8062.5559,0.5,4,3,2,4,4,1,2,2,3,0
10,BrainCEMISID,The_Thanksgiving_Reconciliation,56463.7268,0.6096061,9,4,2,1,2,8,8,6,9,2
10,Brain_No_Memory,The_Thanksgiving_Reconciliation,36019.3448,0.6096061,6,2,1,4,1,9,6,4,4,2
10,Brain_No_Emotion,The_Thanksgiving_Reconciliation,47962.3255,0,5,4,2,1,2,1,3,3,6,2
10,Baseline,The_Thanksgiving_Reconciliation,9498.9584,0.5,2,1,1,7,1,1,4,8,2,0
11,BrainCEMISID,The_Thanksgiving_Reconciliation,63591.5446,0.6714887565,2,3,3,6,5,1,2,4,2,2
11,Brain_No_Memory,The_Thanksgiving_Reconciliation,37458.415,0.6714887565,9,10,10,9,9,10,10,2,9,2
11,Brain_No_Emotion,The_Thanksgiving_Reconciliation,44254.8565,0,9,7,5,8,9,5,5,4,9,2
11,Baseline,The_Thanksgiving_Reconciliation,18066.8905,0.5,7,4,5,4,6,1,3,2,5,0
12,BrainCEMISID,The_Thanksgiving_Reconciliation,51971.0303,0.6650421295,8,5,4,1,4,2,4,3,4,2
12,Brain_No_Memory,The_Thanksgiving_Reconciliation,32773.3001,0.6650421295,7,7,8,0,8,9,9,5,8,2
12,Brain_No_Emotion,The_Thanksgiving_Reconciliation,39237.0592,0,8,5,3,1,4,1,3,6,3,2
12,Baseline,The_Thanksgiving_Reconciliation,12059.5971,0.5,2,1,1,4,1,1,2,4,1,0
13,BrainCEMISID,The_Thanksgiving_Reconciliation,53149.0308,0.6605294907,3,3,3,1,3,3,1,1,3,2
13,Brain_No_Memory,The_Thanksgiving_Reconciliation,28448.9633,0.6605294907,5,3,4,2,3,8,5,1,5,2
13,Brain_No_Emotion,The_Thanksgiving_Reconciliation,45346.9357,0,8,4,3,6,3,6,4,1,4,2
13,Baseline,The_Thanksgiving_Reconciliation,8096.6723,0.5,2,2,2,5,2,8,4,4,4,0
1,BrainCEMISID,Operation:_Stratosphere_Zero,40645.7679,0.35,10,10,7,10,10,9,8,1,10,2
1,Brain_No_Memory,Operation:_Stratosphere_Zero,24683.5633,0.35,8,7,3,9,9,5,4,1,8,2
1,Brain_No_Emotion,Operation:_Stratosphere_Zero,33323.2031,0,10,10,7,10,10,8,6,1,9,2
1,Baseline,Operation:_Stratosphere_Zero,5979.0143,0.5,9,10,7,10,10,8,6,1,9,0
2,BrainCEMISID,Operation:_Stratosphere_Zero,42281.1089,0.55,8,7,6,8,9,8,7,1,9,2
2,Brain_No_Memory,Operation:_Stratosphere_Zero,23179.5013,0.55,7,2,2,9,1,8,2,3,4,2
2,Brain_No_Emotion,Operation:_Stratosphere_Zero,36184.3095,0,7,3,3,6,4,6,4,2,3,2
2,Baseline,Operation:_Stratosphere_Zero,8942.6905,0.5,4,3,2,2,3,1,1,1,5,0
3,BrainCEMISID,Operation:_Stratosphere_Zero,42037.4093,0.622,8,7,7,9,8,9,9,5,9,2
3,Brain_No_Memory,Operation:_Stratosphere_Zero,22291.8623,0.622,7,2,3,4,6,8,7,4,7,2
3,Brain_No_Emotion,Operation:_Stratosphere_Zero,34812.0982,0,7,5,2,1,3,5,3,3,6,2
3,Baseline,Operation:_Stratosphere_Zero,8904.4076,0.5,7,6,1,3,2,2,2,3,5,0
4,BrainCEMISID,Operation:_Stratosphere_Zero,41531.7462,0.7096,8,4,6,10,10,8,3,1,9,2
4,Brain_No_Memory,Operation:_Stratosphere_Zero,22863.1779,0.7096,5,3,5,7,5,8,8,1,3,2
4,Brain_No_Emotion,Operation:_Stratosphere_Zero,40546.7857,0,9,8,7,10,10,8,7,3,10,2
4,Baseline,Operation:_Stratosphere_Zero,8980.8072,0.5,7,5,2,8,9,1,2,1,6,0
5,BrainCEMISID,Operation:_Stratosphere_Zero,41007.5146,0.75778,9,5,3,8,3,8,7,2,6,2
5,Brain_No_Memory,Operation:_Stratosphere_Zero,24121.6774,0.75778,5,3,2,4,2,6,7,2,2,2
5,Brain_No_Emotion,Operation:_Stratosphere_Zero,35732.7237,0,9,7,6,10,8,8,7,1,9,2
5,Baseline,Operation:_Stratosphere_Zero,9099.5586,0.5,3,2,1,3,2,1,1,1,2,0
6,BrainCEMISID,Operation:_Stratosphere_Zero,42780.9288,0.705835,9,8,4,10,10,9,6,5,7,2
6,Brain_No_Memory,Operation:_Stratosphere_Zero,22871.8363,0.705835,7,5,2,4,6,8,5,4,7,2
6,Brain_No_Emotion,Operation:_Stratosphere_Zero,38385.1697,0,9,5,2,10,7,6,2,8,6,2
6,Baseline,Operation:_Stratosphere_Zero,9053.0292,0.5,3,2,2,8,3,2,3,5,3,0
7,BrainCEMISID,Operation:_Stratosphere_Zero,45671.2425,0.733501,8,8,6,3,9,10,9,3,8,2
7,Brain_No_Memory,Operation:_Stratosphere_Zero,23404.7731,0.733501,7,9,7,8,9,9,8,1,8,2
7,Brain_No_Emotion,Operation:_Stratosphere_Zero,38942.5211,0,10,10,9,6,10,9,7,4,10,2
7,Baseline,Operation:_Stratosphere_Zero,8973.5214,0.5,7,4,4,9,8,9,7,6,7,0
8,BrainCEMISID,Operation:_Stratosphere_Zero,41747.3785,0.7917505,9,8,8,5,10,9,8,2,10,2
8,Brain_No_Memory,Operation:_Stratosphere_Zero,23447.3774,0.7917505,7,9,9,7,9,9,9,1,9,2
8,Brain_No_Emotion,Operation:_Stratosphere_Zero,35947.829,0,10,10,9,9,10,9,8,4,10,2
8,Baseline,Operation:_Stratosphere_Zero,8978.8654,0.5,9,6,4,8,10,2,3,1,10,0
9,BrainCEMISID,Operation:_Stratosphere_Zero,40555.433,0.82087525,6,3,2,4,6,8,7,3,6,2
9,Brain_No_Memory,Operation:_Stratosphere_Zero,24699.9771,0.82087525,7,5,6,6,8,9,8,2,7,2
9,Brain_No_Emotion,Operation:_Stratosphere_Zero,36351.5149,0,7,3,2,6,7,7,4,4,4,2
9,Baseline,Operation:_Stratosphere_Zero,9100.5337,0.5,8,6,4,7,9,2,2,1,6,0
10,BrainCEMISID,Operation:_Stratosphere_Zero,39618.7712,0.835437625,7,2,2,8,2,7,6,3,5,2
10,Brain_No_Memory,Operation:_Stratosphere_Zero,22557.3383,0.835437625,5,1,2,2,0,5,4,2,3,2
10,Brain_No_Emotion,Operation:_Stratosphere_Zero,36564.9475,0,8,5,4,9,8,5,3,3,9,2
10,Baseline,Operation:_Stratosphere_Zero,9126.4337,0.5,5,4,8,9,7,9,8,7,9,0
11,BrainCEMISID,Operation:_Stratosphere_Zero,39970.9699,0.8427188125,5,3,3,7,2,8,8,3,2,2
11,Brain_No_Memory,Operation:_Stratosphere_Zero,22180.346,0.8427188125,5,3,2,4,2,8,8,1,3,2
11,Brain_No_Emotion,Operation:_Stratosphere_Zero,35586.7809,0,5,3,2,7,3,5,4,3,2,2
11,Baseline,Operation:_Stratosphere_Zero,9032.0519,0.5,4,4,2,3,2,2,2,2,5,0
12,BrainCEMISID,Operation:_Stratosphere_Zero,40487.0307,0.7849031688,4,3,1,5,1,3,1,1,4,2
12,Brain_No_Memory,Operation:_Stratosphere_Zero,25069.7859,0.7849031688,7,8,1,6,1,5,1,3,5,2
12,Brain_No_Emotion,Operation:_Stratosphere_Zero,35607.1737,0,9,10,2,8,5,6,1,5,10,2
12,Baseline,Operation:_Stratosphere_Zero,6395.879,0.5,9,3,5,5,2,8,5,3,9,0
13,BrainCEMISID,Operation:_Stratosphere_Zero,44468.2522,0.7809419013,8,5,6,9,9,8,7,1,9,2
13,Brain_No_Memory,Operation:_Stratosphere_Zero,22507.8032,0.7809419013,7,6,5,7,8,5,5,1,8,2
13,Brain_No_Emotion,Operation:_Stratosphere_Zero,38155.3859,0,7,4,5,3,8,7,4,1,7,2
13,Baseline,Operation:_Stratosphere_Zero,9149.2829,0.5,5,8,9,10,10,9,8,3,10,0
1,BrainCEMISID,The_Best_Man’s_Toast,38427.6204,0.4,10,10,10,9,10,10,9,2,10,2
1,Brain_No_Memory,The_Best_Man’s_Toast,22811.0174,0.4,8,9,9,7,9,10,9,2,9,2
1,Brain_No_Emotion,The_Best_Man’s_Toast,35601.4421,0,10,10,10,10,10,9,8,1,10,2
1,Baseline,The_Best_Man’s_Toast,7086.7223,0.5,9,9,10,10,10,2,3,1,9,0
2,BrainCEMISID,The_Best_Man’s_Toast,41106.9297,0.5875,9,9,9,8,10,10,9,6,9,2
2,Brain_No_Memory,The_Best_Man’s_Toast,22503.841,0.5875,8,3,9,5,8,9,8,5,7,2
2,Brain_No_Emotion,The_Best_Man’s_Toast,35331.98,0,9,8,9,10,10,9,8,5,9,2
2,Baseline,The_Best_Man’s_Toast,8976.3597,0.5,9,8,9,8,9,10,9,5,9,0
3,BrainCEMISID,The_Best_Man’s_Toast,40328.66,0.690625,8,5,4,10,8,7,8,5,7,2
3,Brain_No_Memory,The_Best_Man’s_Toast,22674.3145,0.690625,8,8,9,9,9,10,9,3,8,2
3,Brain_No_Emotion,The_Best_Man’s_Toast,35243.2156,0,8,5,4,10,8,5,4,4,7,2
3,Baseline,The_Best_Man’s_Toast,6501.2824,0.5,10,9,10,10,10,8,10,9,10,0
4,BrainCEMISID,The_Best_Man’s_Toast,40539.5128,0.6325,8,5,5,2,7,9,5,4,8,2
4,Brain_No_Memory,The_Best_Man’s_Toast,22906.1554,0.6325,1,3,4,0,0,2,3,3,1,2
4,Brain_No_Emotion,The_Best_Man’s_Toast,35810.4992,0,9,9,10,3,10,9,8,7,10,2
4,Baseline,The_Best_Man’s_Toast,9073.022,0.5,9,9,10,7,10,4,9,5,9,0
5,BrainCEMISID,The_Best_Man’s_Toast,41329.5518,0.663625,9,7,8,3,10,9,8,4,9,2
5,Brain_No_Memory,The_Best_Man’s_Toast,23669.2752,0.63775,9,9,9,5,9,10,9,4,9,2
5,Brain_No_Emotion,The_Best_Man’s_Toast,36013.4254,0,9,8,8,6,10,5,6,1,9,2
5,Baseline,The_Best_Man’s_Toast,9429.9298,0.5,10,10,10,9,10,10,10,5,10,0
6,BrainCEMISID,The_Best_Man’s_Toast,40676.2689,0.708175,9,8,10,1,10,9,9,5,10,2
6,Brain_No_Memory,The_Best_Man’s_Toast,23775.6384,0.69265,8,8,4,7,8,9,8,3,8,2
6,Brain_No_Emotion,The_Best_Man’s_Toast,35041.8207,0,6,8,3,5,7,1,3,4,8,2
6,Baseline,The_Best_Man’s_Toast,8985.9853,0.5,9,9,2,1,2,9,8,9,9,0
7,BrainCEMISID,The_Best_Man’s_Toast,40171.2566,0.558175,5,2,2,2,2,1,4,2,3,2
7,Brain_No_Memory,The_Best_Man’s_Toast,23709.5961,0.54265,8,6,4,2,4,8,8,2,7,2
7,Brain_No_Emotion,The_Best_Man’s_Toast,36391.2052,0,8,3,6,4,2,6,7,3,7,2
7,Baseline,The_Best_Man’s_Toast,8302.1802,0.5,3,3,3,1,3,3,1,1,3,0
8,BrainCEMISID,The_Best_Man’s_Toast,41421.7909,0.644905,8,5,5,10,9,8,6,3,8,2
8,Brain_No_Memory,The_Best_Man’s_Toast,23462.9709,0.63559,1,1,2,7,0,6,7,3,1,2
8,Brain_No_Emotion,The_Best_Man’s_Toast,35976.2065,0,8,9,8,4,9,6,5,2,8,2
8,Baseline,The_Best_Man’s_Toast,9127.1446,0.5,6,3,3,2,2,5,6,3,4,0
9,BrainCEMISID,The_Best_Man’s_Toast,40069.8691,0.696943,7,2,2,5,2,8,4,2,3,2
9,Brain_No_Memory,The_Best_Man’s_Toast,22632.2507,0.691354,8,8,9,7,9,10,5,4,9,2
9,Brain_No_Emotion,The_Best_Man’s_Toast,38269.0482,0,9,9,10,7,10,8,7,4,10,2
9,Baseline,The_Best_Man’s_Toast,8959.1758,0.5,9,10,10,10,10,10,8,4,10,0
10,BrainCEMISID,The_Best_Man’s_Toast,44691.9026,0.66020725,8,6,4,10,10,8,7,3,8,2
10,Brain_No_Memory,The_Best_Man’s_Toast,23459.5654,0.6560155,8,8,9,9,9,10,9,3,9,2
10,Brain_No_Emotion,The_Best_Man’s_Toast,39068.9652,0,2,1,1,2,1,7,6,3,2,2
10,Baseline,The_Best_Man’s_Toast,6384.9656,0.5,9,7,5,10,10,9,8,3,9,0
11,BrainCEMISID,The_Best_Man’s_Toast,41391.5797,0.6081658,9,10,10,6,10,10,9,4,10,2
11,Brain_No_Memory,The_Best_Man’s_Toast,23089.3195,0.6048124,9,10,10,7,9,10,9,6,9,2
11,Brain_No_Emotion,The_Best_Man’s_Toast,35370.3648,0,9,9,9,7,10,6,6,4,10,2
11,Baseline,The_Best_Man’s_Toast,8791.6374,0.5,10,10,10,8,10,10,10,6,10,0
12,BrainCEMISID,The_Best_Man’s_Toast,41248.1533,0.52291,8,7,6,7,9,9,7,4,8,2
12,Brain_No_Memory,The_Best_Man’s_Toast,23481.3001,0.52291,6,6,5,0,7,9,6,4,7,2
12,Brain_No_Emotion,The_Best_Man’s_Toast,36074.4068,0,9,6,7,2,10,9,8,4,9,2
12,Baseline,The_Best_Man’s_Toast,8969.0296,0.5,10,9,10,4,10,10,10,5,10,0
13,BrainCEMISID,The_Best_Man’s_Toast,44845.0366,0.561037,9,9,10,10,10,10,9,3,10,2
13,Brain_No_Memory,The_Best_Man’s_Toast,23610.2358,0.561037,8,9,9,9,9,10,9,1,9,2
13,Brain_No_Emotion,The_Best_Man’s_Toast,36418.6834,0,8,8,5,9,9,2,6,3,9,2
